transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_percent,subtotal,discount_amount,final_amount,days_since_purchase,city,population_2021,land_area_km2,population_density_km2
176,2026-05-25,CUST9234,Headphones,695.69,5,SAVE20,Ottawa,20,3478.45,695.69,2782.76,118,Ottawa,"1,017,449",2788.2,364.9
177,2026-08-24,CUST4065,Smartphone,900.99,5,SAVE10,Waterloo,10,4504.95,450.5,4054.45,27,Waterloo,"121,436",64.06,"1,895.8"
178,2026-03-12,CUST3731,Mouse,955.58,2,SAVE10,Ottawa,10,1911.16,191.12,1720.04,192,Ottawa,"1,017,449",2788.2,364.9
179,2025-12-14,CUST1217,Headphones,1043.8,5,NO_COUPON,Toronto,0,5219.0,0.0,5219.0,280,Toronto,"2,794,356",631.1,"4,427.8"
180,2025-10-21,CUST8570,Smartwatch,442.36,3,NO_COUPON,Waterloo,0,1327.08,0.0,1327.08,334,Waterloo,"121,436",64.06,"1,895.8"
181,2026-03-23,CUST1796,Monitor,1037.02,2,SAVE30,Waterloo,30,2074.04,622.21,1451.83,181,Waterloo,"121,436",64.06,"1,895.8"
182,2026-09-19,CUST1955,Smartphone,1833.89,1,SAVE10,Ottawa,10,1833.89,183.39,1650.5,1,Ottawa,"1,017,449",2788.2,364.9
183,2025-11-18,CUST7066,Monitor,1652.08,1,SAVE20,Kitchener,20,1652.08,330.42,1321.66,306,Kitchener,"256,885",136.81,"1,877.6"
184,2025-11-21,CUST1331,Smartphone,618.32,2,NO_COUPON,Waterloo,0,1236.64,0.0,1236.64,303,Waterloo,"121,436",64.06,"1,895.8"
185,2026-08-30,CUST5279,Smartwatch,1575.85,4,NO_COUPON,Ottawa,0,6303.4,0.0,6303.4,21,Ottawa,"1,017,449",2788.2,364.9
186,2026-05-24,CUST2595,Smartwatch,1171.78,2,SAVE30,Kitchener,30,2343.56,703.07,1640.49,119,Kitchener,"256,885",136.81,"1,877.6"
187,2025-12-15,CUST5625,Monitor,819.03,2,NO_COUPON,Kitchener,0,1638.06,0.0,1638.06,279,Kitchener,"256,885",136.81,"1,877.6"
188,2025-10-08,CUST5099,Keyboard,700.3,5,SAVE30,Waterloo,30,3501.5,1050.45,2451.05,347,Waterloo,"121,436",64.06,"1,895.8"
189,2026-05-31,CUST7169,Smartphone,538.6,4,SAVE20,London,20,2154.4,430.88,1723.52,112,London,"422,324",420.5,"1,004.3"
190,2026-03-22,CUST3464,Tablet,1049.25,4,SAVE30,London,30,4197.0,1259.1,2937.9,182,London,"422,324",420.5,"1,004.3"
191,2026-05-02,CUST1001,Smartphone,1289.58,5,SAVE30,Toronto,30,6447.9,1934.37,4513.53,141,Toronto,"2,794,356",631.1,"4,427.8"
192,2026-09-11,CUST4469,Keyboard,757.03,4,SAVE30,Kitchener,30,3028.12,908.44,2119.68,9,Kitchener,"256,885",136.81,"1,877.6"
193,2025-10-31,CUST8687,Mouse,880.7,3,SAVE30,London,30,2642.1,792.63,1849.47,324,London,"422,324",420.5,"1,004.3"
194,2026-05-16,CUST1058,Mouse,1759.43,5,NO_COUPON,Waterloo,0,8797.15,0.0,8797.15,127,Waterloo,"121,436",64.06,"1,895.8"
195,2026-03-20,CUST6753,Mouse,1351.74,3,SAVE30,Kitchener,30,4055.22,1216.57,2838.65,184,Kitchener,"256,885",136.81,"1,877.6"
196,2026-04-13,CUST1377,Tablet,225.66,2,NO_COUPON,Toronto,0,451.32,0.0,451.32,160,Toronto,"2,794,356",631.1,"4,427.8"
197,2025-12-11,CUST9198,Headphones,1188.95,2,SAVE10,Ottawa,10,2377.9,237.79,2140.11,283,Ottawa,"1,017,449",2788.2,364.9
198,2025-10-22,CUST7541,Smartphone,793.03,4,SAVE30,Waterloo,30,3172.12,951.64,2220.48,333,Waterloo,"121,436",64.06,"1,895.8"
199,2026-07-30,CUST8613,Smartphone,457.38,1,SAVE10,Waterloo,10,457.38,45.74,411.64,52,Waterloo,"121,436",64.06,"1,895.8"
200,2026-02-14,CUST1381,Smartphone,1028.43,5,SAVE20,Kitchener,20,5142.15,1028.43,4113.72,218,Kitchener,"256,885",136.81,"1,877.6"
201,2026-01-07,CUST6418,Laptop,1615.6,5,SAVE30,London,30,8078.0,2423.4,5654.6,256,London,"422,324",420.5,"1,004.3"
202,2025-10-03,CUST4033,Smartwatch,777.16,3,NO_COUPON,Ottawa,0,2331.48,0.0,2331.48,352,Ottawa,"1,017,449",2788.2,364.9
203,2026-02-28,CUST6783,Tablet,646.39,3,SAVE20,Kitchener,20,1939.17,387.83,1551.34,204,Kitchener,"256,885",136.81,"1,877.6"
204,2026-01-02,CUST7202,Headphones,456.05,1,SAVE20,London,20,456.05,91.21,364.84,261,London,"422,324",420.5,"1,004.3"
205,2025-09-23,CUST6872,Monitor,740.32,5,NO_COUPON,London,0,3701.6,0.0,3701.6,362,London,"422,324",420.5,"1,004.3"
206,2026-07-29,CUST3637,Tablet,38.0,2,SAVE10,London,10,76.0,7.6,68.4,53,London,"422,324",420.5,"1,004.3"
207,2026-08-26,CUST9973,Headphones,1364.4,1,SAVE20,Ottawa,20,1364.4,272.88,1091.52,25,Ottawa,"1,017,449",2788.2,364.9
208,2026-05-24,CUST4450,Headphones,1869.18,1,SAVE20,Ottawa,20,1869.18,373.84,1495.34,119,Ottawa,"1,017,449",2788.2,364.9
209,2026-07-12,CUST9636,Monitor,959.74,4,SAVE10,Ottawa,10,3838.96,383.9,3455.06,70,Ottawa,"1,017,449",2788.2,364.9
210,2026-01-10,CUST3102,Tablet,1399.58,5,SAVE30,London,30,6997.9,2099.37,4898.53,253,London,"422,324",420.5,"1,004.3"
211,2026-09-15,CUST4629,Mouse,173.23,5,SAVE20,London,20,866.15,173.23,692.92,5,London,"422,324",420.5,"1,004.3"
212,2026-02-02,CUST7430,Headphones,368.34,5,SAVE10,London,10,1841.7,184.17,1657.53,230,London,"422,324",420.5,"1,004.3"
213,2026-07-31,CUST3735,Monitor,555.23,5,SAVE20,Kitchener,20,2776.15,555.23,2220.92,51,Kitchener,"256,885",136.81,"1,877.6"
214,2026-08-21,CUST7200,Laptop,1884.66,1,SAVE30,Toronto,30,1884.66,565.4,1319.26,30,Toronto,"2,794,356",631.1,"4,427.8"
215,2025-10-22,CUST3477,Mouse,1793.62,3,NO_COUPON,London,0,5380.86,0.0,5380.86,333,London,"422,324",420.5,"1,004.3"
216,2026-07-29,CUST2538,Smartwatch,427.94,3,SAVE10,Toronto,10,1283.82,128.38,1155.44,53,Toronto,"2,794,356",631.1,"4,427.8"
217,2025-09-24,CUST3192,Tablet,980.21,4,SAVE10,London,10,3920.84,392.08,3528.76,361,London,"422,324",420.5,"1,004.3"
218,2026-09-13,CUST7553,Keyboard,1836.78,4,NO_COUPON,London,0,7347.12,0.0,7347.12,7,London,"422,324",420.5,"1,004.3"
219,2026-09-03,CUST5657,Monitor,1785.71,4,NO_COUPON,Waterloo,0,7142.84,0.0,7142.84,17,Waterloo,"121,436",64.06,"1,895.8"
220,2026-04-17,CUST9383,Monitor,1715.47,3,SAVE20,Waterloo,20,5146.41,1029.28,4117.13,156,Waterloo,"121,436",64.06,"1,895.8"
221,2025-12-23,CUST3855,Smartwatch,1942.26,4,SAVE20,Waterloo,20,7769.04,1553.81,6215.23,271,Waterloo,"121,436",64.06,"1,895.8"
222,2026-09-04,CUST1294,Smartwatch,1751.72,2,SAVE30,Waterloo,30,3503.44,1051.03,2452.41,16,Waterloo,"121,436",64.06,"1,895.8"
223,2026-03-20,CUST4108,Tablet,61.46,2,SAVE30,Kitchener,30,122.92,36.88,86.04,184,Kitchener,"256,885",136.81,"1,877.6"
224,2026-02-01,CUST1527,Monitor,1744.53,2,NO_COUPON,Waterloo,0,3489.06,0.0,3489.06,231,Waterloo,"121,436",64.06,"1,895.8"
225,2026-07-20,CUST9936,Smartwatch,130.13,1,SAVE30,Toronto,30,130.13,39.04,91.09,62,Toronto,"2,794,356",631.1,"4,427.8"
226,2026-02-04,CUST1744,Laptop,651.6,4,SAVE30,London,30,2606.4,781.92,1824.48,228,London,"422,324",420.5,"1,004.3"
227,2026-04-13,CUST3195,Smartphone,550.76,3,SAVE30,Toronto,30,1652.28,495.68,1156.6,160,Toronto,"2,794,356",631.1,"4,427.8"
228,2026-05-23,CUST1048,Mouse,1668.67,1,SAVE30,Kitchener,30,1668.67,500.6,1168.07,120,Kitchener,"256,885",136.81,"1,877.6"
229,2026-02-16,CUST1415,Monitor,1918.87,2,SAVE10,Ottawa,10,3837.74,383.77,3453.97,216,Ottawa,"1,017,449",2788.2,364.9
230,2026-01-06,CUST3258,Smartphone,1934.6,2,SAVE30,London,30,3869.2,1160.76,2708.44,257,London,"422,324",420.5,"1,004.3"
231,2026-01-19,CUST9645,Laptop,1170.75,5,SAVE20,Toronto,20,5853.75,1170.75,4683.0,244,Toronto,"2,794,356",631.1,"4,427.8"
232,2025-12-26,CUST5866,Mouse,833.94,1,SAVE20,Waterloo,20,833.94,166.79,667.15,268,Waterloo,"121,436",64.06,"1,895.8"
233,2026-05-18,CUST5517,Keyboard,1513.65,2,SAVE30,London,30,3027.3,908.19,2119.11,125,London,"422,324",420.5,"1,004.3"
234,2026-05-24,CUST8907,Keyboard,641.6,5,NO_COUPON,Ottawa,0,3208.0,0.0,3208.0,119,Ottawa,"1,017,449",2788.2,364.9
235,2025-10-25,CUST3119,Headphones,1787.92,4,SAVE20,Toronto,20,7151.68,1430.34,5721.34,330,Toronto,"2,794,356",631.1,"4,427.8"
236,2026-06-13,CUST1221,Monitor,1598.08,5,SAVE20,Kitchener,20,7990.4,1598.08,6392.32,99,Kitchener,"256,885",136.81,"1,877.6"
237,2026-07-04,CUST7852,Headphones,240.83,1,NO_COUPON,Waterloo,0,240.83,0.0,240.83,78,Waterloo,"121,436",64.06,"1,895.8"
238,2026-09-12,CUST3166,Mouse,301.4,2,NO_COUPON,Ottawa,0,602.8,0.0,602.8,8,Ottawa,"1,017,449",2788.2,364.9
239,2025-10-31,CUST4474,Headphones,491.05,4,SAVE30,Kitchener,30,1964.2,589.26,1374.94,324,Kitchener,"256,885",136.81,"1,877.6"
240,2025-10-26,CUST5794,Tablet,1814.83,4,SAVE20,London,20,7259.32,1451.86,5807.46,329,London,"422,324",420.5,"1,004.3"
241,2026-01-18,CUST2188,Smartphone,882.96,4,SAVE10,Ottawa,10,3531.84,353.18,3178.66,245,Ottawa,"1,017,449",2788.2,364.9
242,2026-06-12,CUST7715,Laptop,1543.77,4,SAVE20,Kitchener,20,6175.08,1235.02,4940.06,100,Kitchener,"256,885",136.81,"1,877.6"
243,2025-11-25,CUST4719,Keyboard,1788.4,4,SAVE20,London,20,7153.6,1430.72,5722.88,299,London,"422,324",420.5,"1,004.3"
244,2026-01-21,CUST2328,Laptop,390.19,1,SAVE30,Ottawa,30,390.19,117.06,273.13,242,Ottawa,"1,017,449",2788.2,364.9
245,2026-08-30,CUST8585,Laptop,389.41,2,SAVE30,London,30,778.82,233.65,545.17,21,London,"422,324",420.5,"1,004.3"
246,2026-08-20,CUST6246,Monitor,801.05,5,SAVE10,Toronto,10,4005.25,400.52,3604.73,31,Toronto,"2,794,356",631.1,"4,427.8"
247,2025-12-08,CUST5917,Mouse,355.54,2,NO_COUPON,Kitchener,0,711.08,0.0,711.08,286,Kitchener,"256,885",136.81,"1,877.6"
248,2026-01-04,CUST6626,Laptop,805.67,4,SAVE30,London,30,3222.68,966.8,2255.88,259,London,"422,324",420.5,"1,004.3"
249,2026-05-03,CUST9805,Keyboard,1158.48,3,SAVE30,Ottawa,30,3475.44,1042.63,2432.81,140,Ottawa,"1,017,449",2788.2,364.9
250,2026-08-29,CUST4059,Keyboard,222.09,3,SAVE20,London,20,666.27,133.25,533.02,22,London,"422,324",420.5,"1,004.3"
251,2026-07-07,CUST5959,Tablet,84.4,1,NO_COUPON,Ottawa,0,84.4,0.0,84.4,75,Ottawa,"1,017,449",2788.2,364.9
252,2026-05-26,CUST3427,Laptop,1626.13,5,SAVE30,Waterloo,30,8130.65,2439.2,5691.45,117,Waterloo,"121,436",64.06,"1,895.8"
253,2026-05-07,CUST8971,Smartphone,206.95,3,SAVE30,Waterloo,30,620.85,186.26,434.59,136,Waterloo,"121,436",64.06,"1,895.8"
254,2025-12-02,CUST4699,Tablet,1877.91,2,NO_COUPON,Waterloo,0,3755.82,0.0,3755.82,292,Waterloo,"121,436",64.06,"1,895.8"
255,2026-06-08,CUST3558,Laptop,900.54,2,SAVE10,Ottawa,10,1801.08,180.11,1620.97,104,Ottawa,"1,017,449",2788.2,364.9
256,2026-04-11,CUST8406,Smartphone,705.3,3,SAVE20,Kitchener,20,2115.9,423.18,1692.72,162,Kitchener,"256,885",136.81,"1,877.6"
257,2025-12-21,CUST8511,Smartwatch,1690.17,3,SAVE20,Waterloo,20,5070.51,1014.1,4056.41,273,Waterloo,"121,436",64.06,"1,895.8"
258,2026-07-08,CUST6765,Laptop,1452.91,3,SAVE20,London,20,4358.73,871.75,3486.98,74,London,"422,324",420.5,"1,004.3"
259,2026-03-21,CUST9715,Smartwatch,353.0,4,SAVE30,London,30,1412.0,423.6,988.4,183,London,"422,324",420.5,"1,004.3"
260,2025-10-21,CUST9877,Tablet,478.67,3,SAVE30,Ottawa,30,1436.01,430.8,1005.21,334,Ottawa,"1,017,449",2788.2,364.9
261,2026-08-23,CUST2979,Monitor,1064.67,2,NO_COUPON,Ottawa,0,2129.34,0.0,2129.34,28,Ottawa,"1,017,449",2788.2,364.9
262,2025-12-17,CUST5800,Smartwatch,692.45,2,NO_COUPON,London,0,1384.9,0.0,1384.9,277,London,"422,324",420.5,"1,004.3"
263,2026-05-28,CUST6014,Keyboard,1728.75,5,NO_COUPON,Toronto,0,8643.75,0.0,8643.75,115,Toronto,"2,794,356",631.1,"4,427.8"
264,2026-07-31,CUST4024,Headphones,1150.75,5,SAVE30,Kitchener,30,5753.75,1726.12,4027.63,51,Kitchener,"256,885",136.81,"1,877.6"
265,2026-08-22,CUST5788,Keyboard,1082.43,4,SAVE10,Toronto,10,4329.72,432.97,3896.75,29,Toronto,"2,794,356",631.1,"4,427.8"
266,2026-08-20,CUST7855,Monitor,1889.95,5,NO_COUPON,Ottawa,0,9449.75,0.0,9449.75,31,Ottawa,"1,017,449",2788.2,364.9
267,2026-06-01,CUST6338,Tablet,1304.52,3,SAVE20,London,20,3913.56,782.71,3130.85,111,London,"422,324",420.5,"1,004.3"
268,2025-11-08,CUST5458,Smartphone,1913.0,2,NO_COUPON,Ottawa,0,3826.0,0.0,3826.0,316,Ottawa,"1,017,449",2788.2,364.9
269,2026-03-05,CUST4963,Keyboard,1195.25,3,NO_COUPON,Toronto,0,3585.75,0.0,3585.75,199,Toronto,"2,794,356",631.1,"4,427.8"
270,2025-10-03,CUST9311,Smartphone,1891.13,1,NO_COUPON,London,0,1891.13,0.0,1891.13,352,London,"422,324",420.5,"1,004.3"
271,2025-10-20,CUST3088,Tablet,495.82,4,SAVE20,Waterloo,20,1983.28,396.66,1586.62,335,Waterloo,"121,436",64.06,"1,895.8"
272,2025-09-22,CUST3644,Smartwatch,636.74,5,SAVE10,Ottawa,10,3183.7,318.37,2865.33,363,Ottawa,"1,017,449",2788.2,364.9
273,2026-05-10,CUST2274,Laptop,803.29,2,SAVE30,Ottawa,30,1606.58,481.97,1124.61,133,Ottawa,"1,017,449",2788.2,364.9
274,2025-11-16,CUST4098,Smartwatch,620.81,4,SAVE30,Kitchener,30,2483.24,744.97,1738.27,308,Kitchener,"256,885",136.81,"1,877.6"
275,2026-05-17,CUST5217,Smartphone,1479.55,4,SAVE30,Ottawa,30,5918.2,1775.46,4142.74,126,Ottawa,"1,017,449",2788.2,364.9
276,2026-06-04,CUST8459,Smartwatch,1692.75,4,NO_COUPON,Waterloo,0,6771.0,0.0,6771.0,108,Waterloo,"121,436",64.06,"1,895.8"
277,2025-12-30,CUST4554,Smartphone,825.89,5,NO_COUPON,Toronto,0,4129.45,0.0,4129.45,264,Toronto,"2,794,356",631.1,"4,427.8"
278,2026-01-15,CUST4520,Smartphone,249.95,2,SAVE20,Kitchener,20,499.9,99.98,399.92,248,Kitchener,"256,885",136.81,"1,877.6"
279,2026-05-17,CUST7932,Mouse,1276.46,1,NO_COUPON,Ottawa,0,1276.46,0.0,1276.46,126,Ottawa,"1,017,449",2788.2,364.9
280,2026-08-12,CUST5620,Smartphone,1069.93,3,SAVE30,Toronto,30,3209.79,962.94,2246.85,39,Toronto,"2,794,356",631.1,"4,427.8"
281,2026-02-20,CUST6372,Tablet,752.03,5,SAVE30,Toronto,30,3760.15,1128.04,2632.11,212,Toronto,"2,794,356",631.1,"4,427.8"
282,2026-01-10,CUST7322,Monitor,157.19,4,SAVE10,Ottawa,10,628.76,62.88,565.88,253,Ottawa,"1,017,449",2788.2,364.9
283,2026-01-31,CUST7532,Smartphone,1708.21,2,NO_COUPON,London,0,3416.42,0.0,3416.42,232,London,"422,324",420.5,"1,004.3"
284,2026-05-11,CUST5336,Headphones,1021.59,2,SAVE10,London,10,2043.18,204.32,1838.86,132,London,"422,324",420.5,"1,004.3"
285,2025-11-17,CUST9276,Keyboard,756.66,3,SAVE30,London,30,2269.98,680.99,1588.99,307,London,"422,324",420.5,"1,004.3"
286,2025-10-04,CUST9110,Tablet,826.94,1,SAVE30,Kitchener,30,826.94,248.08,578.86,351,Kitchener,"256,885",136.81,"1,877.6"
287,2026-08-17,CUST5244,Mouse,1972.06,5,NO_COUPON,London,0,9860.3,0.0,9860.3,34,London,"422,324",420.5,"1,004.3"
288,2026-06-01,CUST3718,Smartphone,1898.74,4,SAVE30,Toronto,30,7594.96,2278.49,5316.47,111,Toronto,"2,794,356",631.1,"4,427.8"
289,2026-08-03,CUST5031,Monitor,1536.78,4,SAVE10,Kitchener,10,6147.12,614.71,5532.41,48,Kitchener,"256,885",136.81,"1,877.6"
290,2025-10-04,CUST4581,Smartphone,153.22,3,SAVE10,Toronto,10,459.66,45.97,413.69,351,Toronto,"2,794,356",631.1,"4,427.8"
291,2025-11-25,CUST7502,Headphones,616.04,4,SAVE10,Ottawa,10,2464.16,246.42,2217.74,299,Ottawa,"1,017,449",2788.2,364.9
292,2025-12-01,CUST6087,Headphones,949.09,1,SAVE20,London,20,949.09,189.82,759.27,293,London,"422,324",420.5,"1,004.3"
293,2026-07-07,CUST2507,Keyboard,1251.97,3,SAVE20,Toronto,20,3755.91,751.18,3004.73,75,Toronto,"2,794,356",631.1,"4,427.8"
294,2025-10-12,CUST4350,Laptop,1888.58,3,NO_COUPON,London,0,5665.74,0.0,5665.74,343,London,"422,324",420.5,"1,004.3"
295,2025-11-03,CUST3114,Keyboard,147.54,3,SAVE20,Toronto,20,442.62,88.52,354.1,321,Toronto,"2,794,356",631.1,"4,427.8"
296,2026-01-13,CUST3381,Smartwatch,1243.43,1,SAVE20,Toronto,20,1243.43,248.69,994.74,250,Toronto,"2,794,356",631.1,"4,427.8"
297,2025-12-12,CUST5639,Laptop,65.81,4,SAVE20,Toronto,20,263.24,52.65,210.59,282,Toronto,"2,794,356",631.1,"4,427.8"
298,2026-09-04,CUST8938,Laptop,1469.61,2,SAVE10,Kitchener,10,2939.22,293.92,2645.3,16,Kitchener,"256,885",136.81,"1,877.6"
299,2026-05-29,CUST6763,Smartwatch,1091.73,3,SAVE30,Kitchener,30,3275.19,982.56,2292.63,114,Kitchener,"256,885",136.81,"1,877.6"
300,2025-10-11,CUST2398,Headphones,873.24,4,SAVE10,Kitchener,10,3492.96,349.3,3143.66,344,Kitchener,"256,885",136.81,"1,877.6"
301,2025-12-21,CUST9245,Tablet,1184.69,2,SAVE20,Kitchener,20,2369.38,473.88,1895.5,273,Kitchener,"256,885",136.81,"1,877.6"
302,2025-09-23,CUST1018,Smartphone,1333.96,4,SAVE20,Ottawa,20,5335.84,1067.17,4268.67,362,Ottawa,"1,017,449",2788.2,364.9
303,2026-02-04,CUST1057,Monitor,331.85,5,SAVE20,Ottawa,20,1659.25,331.85,1327.4,228,Ottawa,"1,017,449",2788.2,364.9
304,2026-02-21,CUST7297,Monitor,1345.5,4,SAVE30,Kitchener,30,5382.0,1614.6,3767.4,211,Kitchener,"256,885",136.81,"1,877.6"
305,2025-12-23,CUST3804,Headphones,1322.24,4,NO_COUPON,Ottawa,0,5288.96,0.0,5288.96,271,Ottawa,"1,017,449",2788.2,364.9
306,2025-12-05,CUST2687,Mouse,1468.93,2,SAVE20,Toronto,20,2937.86,587.57,2350.29,289,Toronto,"2,794,356",631.1,"4,427.8"
307,2026-08-13,CUST4283,Mouse,934.87,4,NO_COUPON,Ottawa,0,3739.48,0.0,3739.48,38,Ottawa,"1,017,449",2788.2,364.9
308,2026-09-01,CUST1008,Smartwatch,427.72,5,SAVE10,London,10,2138.6,213.86,1924.74,19,London,"422,324",420.5,"1,004.3"
309,2025-11-11,CUST5475,Smartphone,1540.34,2,SAVE20,London,20,3080.68,616.14,2464.54,313,London,"422,324",420.5,"1,004.3"
310,2026-06-09,CUST6977,Smartwatch,340.19,4,SAVE30,London,30,1360.76,408.23,952.53,103,London,"422,324",420.5,"1,004.3"
311,2026-02-12,CUST9114,Smartphone,585.21,2,SAVE20,Ottawa,20,1170.42,234.08,936.34,220,Ottawa,"1,017,449",2788.2,364.9
312,2025-12-20,CUST2610,Keyboard,132.05,3,SAVE30,London,30,396.15,118.84,277.31,274,London,"422,324",420.5,"1,004.3"
313,2026-07-30,CUST5111,Monitor,1647.6,3,SAVE20,Ottawa,20,4942.8,988.56,3954.24,52,Ottawa,"1,017,449",2788.2,364.9
314,2026-04-13,CUST9052,Headphones,1494.08,4,SAVE10,Toronto,10,5976.32,597.63,5378.69,160,Toronto,"2,794,356",631.1,"4,427.8"
315,2025-12-18,CUST9822,Tablet,371.3,4,NO_COUPON,Ottawa,0,1485.2,0.0,1485.2,276,Ottawa,"1,017,449",2788.2,364.9
316,2025-10-22,CUST3155,Monitor,1469.21,3,NO_COUPON,Kitchener,0,4407.63,0.0,4407.63,333,Kitchener,"256,885",136.81,"1,877.6"
317,2026-04-09,CUST7104,Monitor,439.5,5,SAVE30,Toronto,30,2197.5,659.25,1538.25,164,Toronto,"2,794,356",631.1,"4,427.8"
318,2026-01-06,CUST6921,Tablet,510.5,3,SAVE10,London,10,1531.5,153.15,1378.35,257,London,"422,324",420.5,"1,004.3"
319,2026-01-02,CUST1063,Smartphone,1787.31,4,SAVE30,Ottawa,30,7149.24,2144.77,5004.47,261,Ottawa,"1,017,449",2788.2,364.9
320,2026-01-02,CUST9794,Smartphone,1144.63,4,NO_COUPON,London,0,4578.52,0.0,4578.52,261,London,"422,324",420.5,"1,004.3"
321,2026-02-25,CUST1017,Mouse,316.92,1,SAVE30,Waterloo,30,316.92,95.08,221.84,207,Waterloo,"121,436",64.06,"1,895.8"
322,2025-10-28,CUST4665,Monitor,1342.14,1,SAVE20,London,20,1342.14,268.43,1073.71,327,London,"422,324",420.5,"1,004.3"
323,2026-02-11,CUST2365,Monitor,1716.4,5,NO_COUPON,Toronto,0,8582.0,0.0,8582.0,221,Toronto,"2,794,356",631.1,"4,427.8"
324,2026-03-20,CUST1769,Tablet,1940.89,5,SAVE30,Waterloo,30,9704.45,2911.34,6793.11,184,Waterloo,"121,436",64.06,"1,895.8"
325,2026-03-22,CUST4036,Keyboard,1367.36,2,SAVE10,Kitchener,10,2734.72,273.47,2461.25,182,Kitchener,"256,885",136.81,"1,877.6"
326,2025-11-17,CUST1446,Laptop,36.8,2,SAVE10,Ottawa,10,73.6,7.36,66.24,307,Ottawa,"1,017,449",2788.2,364.9
327,2026-01-13,CUST5207,Laptop,467.95,5,NO_COUPON,Ottawa,0,2339.75,0.0,2339.75,250,Ottawa,"1,017,449",2788.2,364.9
328,2026-03-11,CUST9202,Laptop,1055.63,4,SAVE20,Kitchener,20,4222.52,844.5,3378.02,193,Kitchener,"256,885",136.81,"1,877.6"
329,2025-10-23,CUST5901,Headphones,820.97,2,SAVE20,Kitchener,20,1641.94,328.39,1313.55,332,Kitchener,"256,885",136.81,"1,877.6"
330,2026-05-04,CUST8603,Headphones,847.93,3,SAVE20,Toronto,20,2543.79,508.76,2035.03,139,Toronto,"2,794,356",631.1,"4,427.8"
331,2025-12-21,CUST3814,Keyboard,1565.9,4,SAVE20,Toronto,20,6263.6,1252.72,5010.88,273,Toronto,"2,794,356",631.1,"4,427.8"
332,2025-12-01,CUST2081,Tablet,1878.24,3,NO_COUPON,Waterloo,0,5634.72,0.0,5634.72,293,Waterloo,"121,436",64.06,"1,895.8"
333,2026-09-02,CUST1717,Smartwatch,653.76,4,SAVE10,London,10,2615.04,261.5,2353.54,18,London,"422,324",420.5,"1,004.3"
334,2026-01-29,CUST7851,Laptop,1151.7,3,SAVE10,London,10,3455.1,345.51,3109.59,234,London,"422,324",420.5,"1,004.3"
335,2025-12-21,CUST7679,Keyboard,1716.9,1,SAVE10,London,10,1716.9,171.69,1545.21,273,London,"422,324",420.5,"1,004.3"
336,2026-08-22,CUST4092,Tablet,1969.74,4,SAVE20,Kitchener,20,7878.96,1575.79,6303.17,29,Kitchener,"256,885",136.81,"1,877.6"
337,2025-11-25,CUST3345,Smartphone,1232.04,4,NO_COUPON,Waterloo,0,4928.16,0.0,4928.16,299,Waterloo,"121,436",64.06,"1,895.8"
338,2026-08-24,CUST8053,Smartphone,1755.22,2,NO_COUPON,Kitchener,0,3510.44,0.0,3510.44,27,Kitchener,"256,885",136.81,"1,877.6"
339,2026-02-28,CUST9595,Keyboard,1228.95,3,NO_COUPON,Toronto,0,3686.85,0.0,3686.85,204,Toronto,"2,794,356",631.1,"4,427.8"
340,2025-11-03,CUST3383,Tablet,1373.92,5,SAVE10,Kitchener,10,6869.6,686.96,6182.64,321,Kitchener,"256,885",136.81,"1,877.6"
341,2025-12-15,CUST4580,Mouse,327.22,3,NO_COUPON,Toronto,0,981.66,0.0,981.66,279,Toronto,"2,794,356",631.1,"4,427.8"
342,2025-09-27,CUST5623,Tablet,140.49,2,SAVE10,Kitchener,10,280.98,28.1,252.88,358,Kitchener,"256,885",136.81,"1,877.6"
343,2025-11-21,CUST3208,Mouse,191.52,4,SAVE10,Toronto,10,766.08,76.61,689.47,303,Toronto,"2,794,356",631.1,"4,427.8"
344,2026-09-02,CUST3526,Keyboard,146.55,1,NO_COUPON,Waterloo,0,146.55,0.0,146.55,18,Waterloo,"121,436",64.06,"1,895.8"
345,2025-12-09,CUST2775,Smartphone,715.94,5,SAVE10,Toronto,10,3579.7,357.97,3221.73,285,Toronto,"2,794,356",631.1,"4,427.8"
346,2026-07-07,CUST7749,Smartwatch,867.71,3,SAVE10,Kitchener,10,2603.13,260.31,2342.82,75,Kitchener,"256,885",136.81,"1,877.6"
347,2026-07-08,CUST5678,Mouse,429.4,2,NO_COUPON,Waterloo,0,858.8,0.0,858.8,74,Waterloo,"121,436",64.06,"1,895.8"
348,2026-08-19,CUST3976,Laptop,1303.61,2,SAVE10,London,10,2607.22,260.72,2346.5,32,London,"422,324",420.5,"1,004.3"
349,2026-02-16,CUST7863,Laptop,1286.03,4,SAVE10,Toronto,10,5144.12,514.41,4629.71,216,Toronto,"2,794,356",631.1,"4,427.8"
350,2025-11-20,CUST9753,Headphones,442.15,1,SAVE30,London,30,442.15,132.65,309.5,304,London,"422,324",420.5,"1,004.3"
351,2026-08-26,CUST1972,Smartwatch,683.13,4,SAVE10,Toronto,10,2732.52,273.25,2459.27,25,Toronto,"2,794,356",631.1,"4,427.8"
352,2026-05-01,CUST3716,Laptop,626.9,2,SAVE10,Kitchener,10,1253.8,125.38,1128.42,142,Kitchener,"256,885",136.81,"1,877.6"
353,2026-01-08,CUST6205,Mouse,998.49,4,SAVE30,London,30,3993.96,1198.19,2795.77,255,London,"422,324",420.5,"1,004.3"
