transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city
381,2026-04-18,CUST2891,Tablet,1213.36,4,SAVE10,London
382,2025-11-11,CUST4319,Mouse,504.96,1,,Kitchener
383,2026-06-26,CUST9030,Tablet,1002.82,4,,Toronto
384,2025-10-16,CUST2357,Laptop,1949.7,5,SAVE10,Waterloo
385,2026-01-04,CUST1805,Smartphone,190.5,4,SAVE10,London
386,2025-12-23,CUST1160,Keyboard,1001.59,4,SAVE20,Kitchener
387,2026-02-09,CUST4856,Mouse,570.35,1,,Waterloo
388,2026-01-21,CUST2148,Keyboard,1055.46,5,SAVE30,Waterloo
389,2026-01-27,CUST6913,Monitor,898.42,5,SAVE10,Waterloo
390,2026-05-06,CUST4698,Keyboard,950.5,3,SAVE30,Kitchener
391,2026-09-01,CUST7879,Keyboard,1771.97,4,SAVE10,Ottawa
392,2025-09-24,CUST8022,Tablet,1156.54,1,,Toronto
393,2025-10-23,CUST5187,Monitor,1540.43,3,SAVE10,Kitchener
394,2026-09-18,CUST6901,Smartwatch,1067.15,1,SAVE20,London
395,2025-10-02,CUST8137,Mouse,1381.65,2,SAVE20,Kitchener
396,2026-03-01,CUST7072,Headphones,168.69,5,SAVE30,Waterloo
397,2026-01-19,CUST9254,Smartphone,1685.19,5,,Waterloo
398,2026-09-14,CUST7563,Laptop,157.06,1,SAVE30,Waterloo
399,2026-02-07,CUST6564,Tablet,1940.78,5,SAVE30,London
400,2026-05-12,CUST9396,Headphones,227.89,2,SAVE30,Kitchener
401,2026-09-20,CUST1331,Smartwatch,447.78,3,SAVE10,Ottawa
402,2026-06-08,CUST3331,Headphones,52.12,5,,Toronto
403,2025-11-14,CUST7330,Keyboard,1639.86,5,SAVE30,London
404,2026-08-06,CUST7990,Keyboard,1202.14,5,SAVE20,London
405,2026-05-02,CUST2576,Smartphone,1135.1,5,SAVE30,Toronto
406,2026-05-01,CUST5635,Headphones,878.45,2,SAVE20,Kitchener
407,2026-06-01,CUST8576,Mouse,1769.59,2,,Waterloo
408,2025-11-20,CUST5593,Smartwatch,455.45,1,SAVE30,Kitchener
409,2026-07-15,CUST5230,Laptop,1773.87,3,SAVE10,Ottawa
410,2026-07-16,CUST7257,Mouse,1504.91,1,SAVE10,London
411,2026-08-01,CUST6252,Mouse,533.88,1,SAVE30,Ottawa
412,2025-12-24,CUST2295,Keyboard,1811.51,5,SAVE10,Ottawa
413,2026-01-05,CUST7350,Smartphone,400.14,1,SAVE10,Toronto
414,2026-05-20,CUST8770,Tablet,881.56,2,SAVE20,Kitchener
415,2025-11-15,CUST9560,Smartphone,1424.0,5,,Kitchener
416,2026-05-22,CUST6240,Smartphone,292.39,4,,Waterloo
417,2025-11-29,CUST7260,Smartwatch,1869.97,1,SAVE20,Kitchener
418,2026-07-04,CUST7408,Smartphone,1475.74,1,SAVE30,Ottawa
419,2025-10-01,CUST8695,Keyboard,1487.1,3,SAVE20,Ottawa
420,2026-08-14,CUST1506,Headphones,804.61,4,,Kitchener
421,2026-03-08,CUST3268,Laptop,418.62,5,,London
422,2026-02-08,CUST7826,Mouse,1521.03,1,SAVE20,Ottawa
423,2026-05-30,CUST1148,Headphones,877.39,4,SAVE20,London
424,2026-05-08,CUST9905,Monitor,308.87,2,,London
425,2025-12-13,CUST2224,Smartphone,428.11,4,SAVE20,Kitchener
426,2025-12-20,CUST1610,Smartwatch,853.56,1,,Kitchener
427,2026-06-07,CUST4620,Laptop,312.69,5,SAVE30,Ottawa
428,2025-12-05,CUST8243,Mouse,1309.68,2,SAVE20,Ottawa
429,2025-09-29,CUST6221,Headphones,861.24,3,SAVE30,Waterloo
430,2026-07-24,CUST8643,Laptop,1730.0,2,SAVE20,Waterloo
431,2026-09-19,CUST7381,Headphones,83.45,4,,London
432,2026-03-06,CUST1274,Headphones,449.52,4,SAVE30,London
433,2026-09-14,CUST5604,Laptop,1771.1,5,SAVE20,London
434,2025-10-09,CUST9279,Tablet,1900.57,4,SAVE20,Ottawa
435,2025-12-01,CUST1060,Smartwatch,418.77,1,,Ottawa
436,2026-07-02,CUST4412,Headphones,1697.85,1,,Kitchener
437,2026-08-26,CUST6477,Headphones,922.97,3,SAVE10,Toronto
438,2025-11-25,CUST6552,Headphones,537.59,4,SAVE20,Toronto
439,2026-01-07,CUST8488,Smartwatch,907.34,4,SAVE20,Ottawa
440,2026-04-09,CUST4056,Mouse,293.99,1,SAVE20,Toronto
441,2026-05-27,CUST1874,Monitor,1904.08,4,,London
442,2025-12-23,CUST8482,Smartwatch,616.6,3,SAVE10,Ottawa
443,2025-12-13,CUST5001,Smartwatch,277.71,3,SAVE30,Toronto
444,2025-10-02,CUST2233,Tablet,760.93,5,SAVE30,London
445,2026-07-30,CUST7139,Laptop,1110.32,3,,London
446,2026-04-01,CUST2545,Mouse,146.08,1,SAVE10,Kitchener
447,2026-08-11,CUST3461,Mouse,199.96,2,SAVE20,Kitchener
448,2026-07-27,CUST4101,Smartwatch,1548.08,1,SAVE20,Toronto
449,2025-10-11,CUST6345,Smartphone,1646.85,4,,London
450,2026-09-15,CUST7073,Laptop,901.85,4,SAVE20,Toronto
451,2025-12-21,CUST7574,Mouse,1805.64,5,,London
452,2026-04-10,CUST9387,Mouse,190.49,2,,Kitchener
453,2026-08-17,CUST2187,Keyboard,1748.65,2,SAVE20,London
454,2026-02-02,CUST8527,Smartwatch,1138.76,1,SAVE10,London
455,2026-06-27,CUST2511,Monitor,1247.43,4,SAVE10,Toronto
456,2026-03-03,CUST8949,Headphones,1967.47,4,SAVE10,Toronto
457,2026-09-16,CUST7358,Smartwatch,1813.94,2,SAVE20,Ottawa
458,2026-07-20,CUST8311,Headphones,805.77,1,SAVE30,Toronto
459,2026-06-06,CUST8612,Monitor,109.36,2,,Ottawa
460,2026-02-25,CUST6789,Laptop,1940.82,3,,London
461,2026-09-10,CUST3618,Monitor,392.23,5,SAVE20,Kitchener
462,2026-02-01,CUST2305,Laptop,1074.48,4,SAVE20,Waterloo
463,2026-08-04,CUST4270,Headphones,408.25,5,SAVE10,Ottawa
464,2025-10-11,CUST9161,Smartphone,1698.8,3,SAVE20,London
465,2025-11-13,CUST4234,Tablet,906.11,5,SAVE10,Waterloo
466,2026-08-06,CUST6184,Keyboard,483.53,5,SAVE10,Toronto
467,2025-12-21,CUST2357,Mouse,343.66,1,,Toronto
468,2026-07-10,CUST2906,Headphones,454.84,2,SAVE10,Kitchener
469,2026-03-12,CUST1825,Mouse,293.64,2,SAVE30,Toronto
470,2026-08-06,CUST1818,Tablet,642.66,1,SAVE20,London
471,2026-05-11,CUST6413,Monitor,1771.09,4,SAVE30,Waterloo
472,2026-03-12,CUST2867,Laptop,1262.44,4,SAVE30,London
473,2026-08-18,CUST2099,Keyboard,899.34,2,,Waterloo
474,2025-11-13,CUST6127,Mouse,1084.28,1,,London
475,2026-03-22,CUST9071,Smartwatch,476.77,2,SAVE10,Kitchener
476,2026-09-20,CUST9491,Smartphone,230.72,3,SAVE20,Toronto
477,2026-05-06,CUST9769,Monitor,1557.45,5,,Kitchener
478,2026-01-07,CUST6338,Mouse,1503.11,3,,London
479,2026-01-27,CUST1655,Keyboard,1777.75,4,SAVE30,Toronto
480,2026-09-13,CUST7736,Mouse,115.0,4,SAVE10,Toronto
481,2026-07-27,CUST9990,Monitor,687.66,5,SAVE10,Kitchener
482,2026-07-22,CUST1093,Mouse,910.28,5,SAVE10,Toronto
483,2026-08-20,CUST9508,Smartphone,1187.24,1,,Kitchener
484,2026-05-04,CUST3873,Mouse,732.09,3,SAVE20,Waterloo
485,2026-08-11,CUST2406,Mouse,836.44,2,SAVE10,Ottawa
486,2026-02-19,CUST1672,Mouse,1008.85,3,SAVE30,Toronto
487,2026-02-12,CUST1827,Mouse,1348.0,5,SAVE20,Toronto
488,2026-08-25,CUST1883,Monitor,319.87,1,SAVE30,Ottawa
489,2026-01-07,CUST8101,Tablet,729.58,2,SAVE10,Kitchener
490,2026-07-04,CUST4979,Smartphone,1321.88,5,SAVE10,Ottawa
491,2025-09-27,CUST3497,Smartwatch,1371.85,2,,Toronto
492,2025-11-24,CUST9748,Laptop,1362.36,4,SAVE30,London
493,2026-02-13,CUST7007,Mouse,1254.83,2,,Kitchener
494,2026-06-12,CUST2906,Mouse,1063.49,4,SAVE30,Toronto
495,2026-02-16,CUST8010,Smartphone,1734.78,2,SAVE20,Toronto
496,2026-08-16,CUST2542,Smartphone,819.49,5,SAVE30,London
497,2026-07-02,CUST6477,Smartphone,1489.13,4,SAVE30,Kitchener
498,2026-01-24,CUST6608,Laptop,1658.65,1,SAVE30,Kitchener
499,2026-09-06,CUST4590,Tablet,65.43,3,SAVE30,London
500,2026-01-02,CUST6928,Headphones,1510.35,4,,Toronto
